store,store_id,websites,attribute_set,type,configurable_attributes,_super_attribute_code,category_ids,sku,associated,name,manufacturer,mfg_model,aw_callforprice,msrp_enabled,msrp_display_actual_price_type,msrp,price,special_price,special_from_date,special_to_date,weight,tax_class_id,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,status,visibility,is_recurring,url_key,url_path,meta_title,meta_description,meta_keyword,image_label,small_image_label,thumbnail_label,image,small_image,thumbnail,media_gallery,description,short_description,feature_1,feature_2,feature_3,feature_4,rug_color,rug_shape,rug_style,rug_nav,rug_size,rug_material,mfg_collection,assembly_req,country_of_manufacture,ship_type,lead_time,enable_googlecheckout,gift_message_available,has_options,custom_layout_update,page_layout,options_container,custom_design,custom_design_from,custom_design_to,news_from_date,news_to_date,reward_no_discount,reward_points,product_name,product_type_id,product_status_changed,product_changed_websites,recurring_profile,shipping_height,shipping_width,shipping_length,pile_height,construction,stain_resistant,fire_resistant,care_cleaning,warranty
admin,0,Base,Rugs,simple,,,"90,6",FEIZY-3842F-CRMGRY-5'x8',,Feizy Azeri III Rug in Cream/Gray-5'x8',Feizy,654291698325,,Use config,Use config,,736.57,491,,,22,2,22,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,5' x 8',5' x 8',Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,Feizy Azeri III Rug in Cream/Gray-5'x8',simple,,,,8,8,60,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3842F-CRMGRY-7'10""x11'",,"Feizy Azeri III Rug in Cream/Gray-7'-10""x11'",Feizy,654291698424,,Use config,Use config,,1587.16,1058,,,47.39,2,18,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,Miscellaneous,"7'10"" x 11'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-7'-10""x11'",simple,,,,8,8,96,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3842F-CRMGRY-10'x13'2""",,"Feizy Azeri III Rug in Cream/Gray-10'x13'-2""",Feizy,654291698479,,Use config,Use config,,2425.74,1617,,,72.42,2,14,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,10' x 14',"10' x 13'2""",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-10'x13'-2""",simple,,,,10,10,120,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3842F-CRMGRY-2'10""x7'10""Runner",,"Feizy Azeri III Rug in Cream/Gray-2'-10""x7'-10""",Feizy,654291698523,,Use config,Use config,,409.54,273,,,12.2,2,21,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,/Feizy/603-3842F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Hall/Stair Runner,Contemporary/Modern,Runners 6'-9',"2'10"" x 7'10"" Runner",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-2'-10""x7'-10""",simple,,,,8,8,32,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3844F-CRMGRY-2'2""x4'",,"Feizy Azeri III Rug in Cream/Gray-2'-2""x4'",Feizy,654291698417,,Use config,Use config,,160.52,107,,,4.77,2,50,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,2' x 4',"2'2"" x 4'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-2'-2""x4'",simple,,,,5,5,26,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6",FEIZY-3844F-CRMGRY-5'x8',,Feizy Azeri III Rug in Cream/Gray-5'x8',Feizy,654291698363,,Use config,Use config,,736.57,491,,,22,2,32,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,5' x 8',5' x 8',Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,Feizy Azeri III Rug in Cream/Gray-5'x8',simple,,,,8,8,60,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3844F-CRMGRY-7'10""x11'",,"Feizy Azeri III Rug in Cream/Gray-7'-10""x11'",Feizy,654291698462,,Use config,Use config,,1587.16,1058,,,47.39,2,26,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,Miscellaneous,"7'10"" x 11'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-7'-10""x11'",simple,,,,8,8,96,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3844F-CRMGRY-10'x13'2""",,"Feizy Azeri III Rug in Cream/Gray-10'x13'-2""",Feizy,654291698516,,Use config,Use config,,2425.74,1617,,,72.42,2,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,10' x 14',"10' x 13'2""",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-10'x13'-2""",simple,,,,10,10,120,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3844F-CRMGRY-2'10""x7'10""Runner",,"Feizy Azeri III Rug in Cream/Gray-2'-10""x7'-10""",Feizy,654291698561,,Use config,Use config,,409.54,273,,,12.2,2,23,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,/Feizy/603-3844F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Hall/Stair Runner,Contemporary/Modern,Runners 6'-9',"2'10"" x 7'10"" Runner",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-2'-10""x7'-10""",simple,,,,8,8,32,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3848F-CRMBRN-2'2""x4'",,"Feizy Azeri III Rug in Cream / Brown-2'-2""x4'",Feizy,654291698394,,Use config,Use config,,160.52,107,,,4.77,2,12,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,2' x 4',"2'2"" x 4'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream / Brown-2'-2""x4'",simple,,,,5,5,26,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6",FEIZY-3848F-CRMBRN-5'x8',,Feizy Azeri III Rug in Cream / Brown-5'x8',Feizy,654291698349,,Use config,Use config,,736.57,491,,,22,2,51,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,5' x 8',5' x 8',Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,Feizy Azeri III Rug in Cream / Brown-5'x8',simple,,,,8,8,60,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3848F-CRMBRN-7'10""x11'",,"Feizy Azeri III Rug in Cream / Brown-7'-10""x11'",Feizy,654291698448,,Use config,Use config,,1587.16,1058,,,47.39,2,16,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,Miscellaneous,"7'10"" x 11'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream / Brown-7'-10""x11'",simple,,,,8,8,96,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3848F-CRMBRN-10'x13'2""",,"Feizy Azeri III Rug in Cream / Brown-10'x13'-2""",Feizy,654291698493,,Use config,Use config,,2425.74,1617,,,72.42,2,9,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,10' x 14',"10' x 13'2""",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream / Brown-10'x13'-2""",simple,,,,10,10,120,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3848F-CRMBRN-2'10""x7'10""Runner",,"Feizy Azeri III Rug in Cream / Brown-2'-10""x7'-10""",Feizy,654291698547,,Use config,Use config,,409.54,273,,,12.2,2,44,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,/Feizy/603-3848F-CRMBRN.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Hall/Stair Runner,Contemporary/Modern,Runners 6'-9',"2'10"" x 7'10"" Runner",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream / Brown-2'-10""x7'-10""",simple,,,,8,8,32,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3849F-CRMGRY-2'2""x4'",,"Feizy Azeri III Rug in Cream/Gray-2'-2""x4'",Feizy,654291717279,,Use config,Use config,,160.52,107,,,4.77,2,81,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,2' x 4',"2'2"" x 4'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-2'-2""x4'",simple,,,,5,5,26,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6",FEIZY-3849F-CRMGRY-5'x8',,Feizy Azeri III Rug in Cream/Gray-5'x8',Feizy,654291717286,,Use config,Use config,,736.57,491,,,22,2,79,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,5' x 8',5' x 8',Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,Feizy Azeri III Rug in Cream/Gray-5'x8',simple,,,,8,8,60,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3849F-CRMGRY-7'10""x11'",,"Feizy Azeri III Rug in Cream/Gray-7'-10""x11'",Feizy,654291717293,,Use config,Use config,,1587.16,1058,,,47.39,2,48,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,Miscellaneous,"7'10"" x 11'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-7'-10""x11'",simple,,,,8,8,96,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3849F-CRMGRY-10'x13'2""",,"Feizy Azeri III Rug in Cream/Gray-10'x13'-2""",Feizy,654291717309,,Use config,Use config,,2425.74,1617,,,72.42,2,28,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Rectangle,Contemporary/Modern,10' x 14',"10' x 13'2""",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-10'x13'-2""",simple,,,,10,10,120,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3849F-CRMGRY-2'10""x7'10""Runner",,"Feizy Azeri III Rug in Cream/Gray-2'-10""x7'-10""",Feizy,654291717316,,Use config,Use config,,409.54,273,,,12.2,2,45,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,/Feizy/603-3849F-CRMGRY.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Neutrals,Hall/Stair Runner,Contemporary/Modern,Runners 6'-9',"2'10"" x 7'10"" Runner",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream/Gray-2'-10""x7'-10""",simple,,,,8,8,32,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3860F-CRMSLV-2'2""x4'",,"Feizy Azeri III Rug in Cream / Silver-2'-2""x4'",Feizy,654291717200,,Use config,Use config,,160.52,107,,,4.77,2,0,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Grays,Rectangle,Contemporary/Modern,2' x 4',"2'2"" x 4'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream / Silver-2'-2""x4'",simple,,,,5,5,26,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6",FEIZY-3860F-CRMSLV-5'x8',,Feizy Azeri III Rug in Cream / Silver-5'x8',Feizy,654291717217,,Use config,Use config,,736.57,491,,,22,2,0,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Grays,Rectangle,Contemporary/Modern,5' x 8',5' x 8',Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,Feizy Azeri III Rug in Cream / Silver-5'x8',simple,,,,5,5,26,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3860F-CRMSLV-7'10""x11'",,"Feizy Azeri III Rug in Cream / Silver-7'-10""x11'",Feizy,654291717224,,Use config,Use config,,1587.16,1058,,,47.39,2,0,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Grays,Rectangle,Contemporary/Modern,Miscellaneous,"7'10"" x 11'",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream / Silver-7'-10""x11'",simple,,,,5,5,26,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
admin,0,Base,Rugs,simple,,,"90,6","FEIZY-3860F-CRMSLV-10'x13'2""",,"Feizy Azeri III Rug in Cream / Silver-10'x13'-2""",Feizy,654291717231,,Use config,Use config,,2425.74,1617,,,72.42,2,0,0,1,0,0,1,1,1,0,1,1,,0,1,0,1,0,1,0,1,0,0,0,1,1,1,No,,,,,,,,,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,/Feizy/603-3860F-CRMSLV.jpg,,"The Azeri Collections feature soft contemporary and transitional designs power loomed in a plush pile of wool with art silk highlights. Ikat, erased traditional and intricate iron-work designs are woven in a variety of palettes that feature hues of gray ranging from silver to charcoal, chocolate and ecru. Superior softness and striking highlights are the hallmarks of these designs.",,,,,,Grays,Rectangle,Contemporary/Modern,10' x 14',"10' x 13'2""",Wool And Art Silk,Azeri III,,Turkey,Drop Ship,14 Days,Yes,No,0,,1 column,container1,,,,,,,,"Feizy Azeri III Rug in Cream / Silver-10'x13'-2""",simple,,,,5,5,26,,Power Loomed In Turkey With A Wool And Art Silk Pile.,,,,
